uid,page_title,page_author,page_time,page_content,viewHref
2045129,"[书籍]
求购雅思真题和真题精讲",狂扁小学生,2017-1-12 10:12:15,"求购雅思真题10和11 以及真题精讲4-11  不要太贵 咸鱼大概10来块一本 

",http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045129
2045131,"[租房]
校内13号楼单间出租，体育场南侧，住人5楼",临风玉树,2017-1-12 11:53:20,"         本人为哈工大博士生，在校内租得一套三室两厅113平房子，17年考研结束后腾出1个房间，现面向寒假短租、3月份开学后考研预定学生。
     房子位置：体育场南侧第二栋，校内房子安全安静，楼梯后安有摄像头。
     
     房屋情况：总面积113平，两个大客厅，两个公共大阳台，宽敞明亮，电视、洗衣机、冰箱、热水器、厨房（仅供烧热水，不支持长期做饭）、卫生间均正常工作；水、电、暖、气(港华燃气)、网（校园网络）齐全。   

    单间情况：朝北(但阳光充足)，立柜、大折叠桌、小电脑桌、椅子、单人床(1.2*1.8米，弹簧床垫)。见附图
  
     寒假短租：即日到开学，含水电暖网等费用，  600元。
     开学后考研预定：3月初（开学）-12月份（18考研结束）， 550元/月，含水电网气物业，暖气按户按使用月份均摊。
     房租押一付三。   
    
     仅限考研男生，不适合情侣，家里较安静，希望住户能维持好环境。房间内公共区域卫生我负责，但请维护好个人房卫生。  
     
          
     联系方式：路同学，13563106173(校内号)，这段时间不经常上网，最好电话或短信联系

",http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045131
2045128,英语国家概况挂科率,令狐冲冲冲,2017-1-12 10:11:07,感觉要完了  这科挂科率高吗。。。来自: Android客户端,http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045128
2045132,"[讨论]
对可能是我校的大四热动专业qq名叫“大锐”的某人一点建议",harry周,2017-1-12 12:52:02,"由于我曾在考研专区发过一篇考研调剂的帖子。
昨天有个qq名叫“大锐”的人来加我咨询问题。我同意了他加为好友。
但是此人上来说话时候连一句基本的“学长”都不叫就开始问问题。
按照传统只要是本校毕业的理论上是需要叫“师兄”的。我一般我管比自己大的其他专业都叫“学长”，自己专业的才叫“师兄”。这是最最基本的礼仪问题。
本来想直接告诉他他应该有基本的礼仪，看了下他的qq号，4开头的9位数，想想还是算了吧，可能这人年纪也大了。我回答了他的问题，当然他所说的重庆大学情况我不了解。无法告诉他准确的消息。
这时我已经有点不想搭理这人了。
然后怎么着，我还在打字说话，这人TMD把我给删除好友了。
话我也不想多说了，就这钟做事的基本风格书是怎么读的，从小是怎么受教育的，我也只能你自求多福了。
当然由于此人并没有表面是我校的学生，我也希望学弟们之中没有这样的一个人。
春节之际依然祝其他学弟学妹们毕业考研一帆风顺，金币无用就分给大家把。



",http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045132
2045135,"[书籍]
计科大二狗卖书啦",呜么多,2017-1-12 15:25:52,"1.大物两本书，外带习题册，答案，试卷和实验（还有答案哦）共60，可以考虑砍价
2.电路书加实验报告30
3.c++40
4.计算机网络40
还有什么4，6级之类的考题，单词书，看眼缘，随便送
有意向请加q:469207002
",http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045135
2045136,"[手机卡]
放假了~~我们约会ba~",哈工大联营,2017-1-12 16:03:51," 本帖最后由 哈工大联营 于 2017-1-13 12:13 编辑 

如果你是联通校园用户：预存50元话费  ，送1G全国流量或2G省内流量或100分钟全国通话，连送三个月。
预存100元话费，送2G全国流量或4G省内流量或200分钟全国通话，连送三个月。
放假啦~~~！
“哎呀，这个月流量又超了好烦哦！”“我也是，这就快没有流量了，都不敢用了。”“刚刚用流量给你发了个小视频，你说我对你是不是真爱！”...如果你跟你的女神聊到一半她没有再理你不用脑补她是不是遇到危险也不要揣测是不是哪句话让她不开心了她有可能只是单纯的没有流量了！


在这个用流量飞速如山倒，充流量割肉如血崩的时代，全天下的宝贝们都有同一个梦想：“流量要是不用钱就好了。”事实上，你真的有一份流量或语音升级等着你，如果你是联通校园用户的话！！！




如果你是联通校园用户：预存50元话费  ，送1G全国流量或2G省内流量或100分钟全国通话，连送三个月。预存100元话费，送2G全国流量或4G省内流量或200分钟全国通话，连送三个月。


（活动时间：2017.1-2017.3 ）流量不转结此活动仅限校园渠道，详询校内营业厅或在线咨询哈尔滨工业大学（威海）：18660376319王经理（微信号同手机号）











",http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045136
2045138,"[书籍]
有人出全国大学生英语竞赛书籍吗",110130215,2017-1-12 16:25:50,如题，A类B类C类都可以，都做做看看...,http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045138
2045140,圈存机？,xiya,2017-1-12 17:43:19,"快放假了，都要取钱买些东西，圈存机又炸了？！
不用修了，感觉能走的都走了，不能走的也快要走了，留着明年修好了……
",http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045140
2045139,求大二英语c班马鑫老师的电话,w657363526,2017-1-12 16:52:26,"是不是13573727225
",http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045139
2045141,"[寻求资源]
【求种】血战钢锯岭 and 神奇动物在哪里",Doubby,2017-1-12 19:53:11," 本帖最后由 Doubby 于 2017-1-12 21:23 编辑 




",http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045141
2045142,"[翻唱]
原唱or翻唱系列~",紫落樱花雪,2017-1-12 20:58:52," 本帖最后由 紫落樱花雪 于 2017-1-12 21:17 编辑 

最近网易云日推有毒，不是翻唱就是各种的原唱版，找了找扒拉了几首po上来~~
如果后期还有想发的就继续加到这个帖子里面~大家有神马好的也可以帖在下面呐~



[media]http://music.163.com/style/swf/widget.swf?sid=32196517&type=2&auto=0&width=320&height=66[/media]
一不小心单曲循环上的歌~和容祖儿的烟霞是两个感觉~~
主要是歌词特别美啊，也许真的只能用精致二字来形容
“本是世间俗物，有幸得你一瞥，从此化锦成铁。”



[media]http://music.163.com/style/swf/widget.swf?sid=410042104&type=2&auto=0&width=320&height=66[/media]
断眉和傻脸的~（为何脑补出来一个特别、、神奇的、、画面23333）
听到过不少翻唱，男女，男男，女女翻唱这首歌都很好听，还有莫文蔚版的，
听到日推这首的时候只想说，益生菌大法好！
少了一些欧美的fashion风，开口声音脆，和声很好听~



[media]http://music.163.com/style/swf/widget.swf?sid=33223321&type=2&auto=0&width=320&height=66[/media]
之前除了原版的Lemon Tree，还有王若琳的，特色爵士的声音慵懒懒的，沙哑的，翻唱柠檬树无解，
最近听到的倪雅丰的翻唱，很小清新很欢快活泼，很喜欢~
（网易云可以播，但是单曲下架了木法生成外链，感兴趣阔以去听听看~QAQ）



[media]http://music.163.com/style/swf/widget.swf?sid=5239883&type=2&auto=0&width=320&height=66[/media]
后来看过《猫的集会》才知道小手拉大手是翻唱23333
[media]http://music.163.com/style/swf/widget.swf?sid=482172&type=2&auto=0&width=320&height=66[/media]
相比来说，原唱里面有很多的音乐元素呐~感觉更加丰满而且生动很多~



[media]http://music.163.com/style/swf/widget.swf?sid=448184048&type=2&auto=0&width=320&height=66[/media]
感觉不才翻唱过的歌都带上了淡淡的温柔~看着歌词也能想到很多很多的故事~
原曲木法搬运过来，谢安琪的《我们都被忘了》，两首歌都很好听，意境不同~喜好看个人~



[media]http://music.163.com/style/swf/widget.swf?sid=440241144&type=2&auto=0&width=320&height=66[/media]
这首貌似已经被推烂了hhh~
第一次听二珂的这首是在微博音乐翻唱馆上看的MV，当时一边听一边被妹子的剪刀手萌到了~
感觉这首歌妹子更能唱出那种恋爱的感觉呐~像评论里面说的那样，周董的适合表白，二珂的适合婚礼~



[media]http://music.163.com/style/swf/widget.swf?sid=39443443&type=2&auto=0&width=320&height=66[/media]

[media]http://music.163.com/style/swf/widget.swf?sid=447279395&type=2&auto=0&width=320&height=66[/media]
网易云上面有一个专辑是IU演唱会上翻唱的中文和粤语歌，
特别感动，一个没学过中文的妹子为了自己的粉丝专门学了很久来给大家唱~
自己从韩国背来吉他弹唱斑马斑马，因为粉丝给IU唱喜欢你所以自己特地学了这首唱给粉丝们~
（忽略粉丝们的尖叫吧233333）




",http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045142
2045137,求助 女生都喜欢什么啊,云谲波诡,2017-1-12 16:16:30," 本帖最后由 云谲波诡 于 2017-1-12 16:19 编辑 

朋友要过生日了 然而作为男生我完全不知道该送什么啊 往年送过书啊抱枕啊围巾啊什么的 今年真的不知道该送什么了啊  求各位给个建议啊 
（不是女朋友啊，只是朋友而已，最多蓝颜男闺蜜什么的）
",http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045137
2045143,我就抱怨一下。,沉潜,2017-1-12 21:56:49,每天自己一个人自习，一个人吃饭，一个人独来独往，一个人独自走在冷风中，什么都是一个人做，并不是想说要找个女朋友什么的，曾经以为自己可以习惯孤独的，以为自己一个人可以做得更加优秀的，突然涌起一股莫名的悲伤，忍不住想到会不会死了都根本没人在乎呢！心情莫名不好。,http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045143
2045150,"[求租]
租出去了求删掉",自然爬,2017-1-13 10:35:32," 本帖最后由 自然爬 于 2017-1-16 20:18 编辑 

~~~~~~~~",http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045150
2045149,集中住宿什么时候能搬过去,jsg,2017-1-13 10:20:12,舍友16号早晨的火车，15号晚上可以搬过去八公寓吗。求告知,http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045149
2045152,"[求助]
〔求助〕  急急急  那里可以买到正宗威海苹果和黄桃",GS1998,2017-1-13 14:08:20,"明天就要走了，有大佬知道吗？  价格贵点不要紧，要质量好，谢谢了
",http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045152
2045151,放假了，啦啦啦。。。,红烧牛肉面,2017-1-13 13:30:03,终于放假了，度过了1/8的大学时光，感觉大学过得很充实，不知道以后得时光会怎样呢？各位大佬，有啥经验？？来自: Android客户端,http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045151
2045147,"[包车]
本周六中午或下午回烟台，爱心座位两个",杰宝宝,2017-1-13 08:10:48,"本周六中午或下午回烟台，自驾，可提供爱心座位两个，可以捎到高新区、莱山区、芝罘区交通便利的位置，
有回烟台的童鞋，可以qq联系：1339897636

",http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045147
2045148,肥不去了,督都大人,2017-1-13 08:23:54,九点半的火车，这会还在一中前面，车子堵了好几公里来自: Android客户端,http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045148
2045146,买的威海站的票能在威海北坐吗,touchurch,2017-1-13 07:25:08,感觉威海站好远啊来自: Android客户端,http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045146
2045153,"[杂货]
求购垃圾桶拖把",夏洛克,2017-1-13 15:06:21,如题 联系qq809943231,http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045153
2045157,"[求购]
求师弟师妹帮忙，需要使用金相实验室抛光设备3分钟",040110227,2017-1-13 15:27:06,"各位师弟师妹，
小哥需要使用学校金相实验室的金相抛光机，抛光两个样块，样块为φ5圆棒的端面，需要抛光到镜面标准。谁能帮帮我。
谢谢。。
如能给予帮助，赠送拜年红包50元。
联系电话（微信同号）：15662359066 孙学长

",http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045157
2045156,"[杂货]
求师弟师妹帮忙，需要使用一下金相抛光机",040110227,2017-1-13 15:24:38,"各位师弟师妹，
小哥需要使用学校金相实验室的金相抛光机，抛光两个样块，样块为φ5圆棒的端面，需要抛光到镜面标准。谁能帮帮我。
谢谢。。
如能给予帮助，赠送拜年红包50元。
联系电话（微信同号）：15662359066 孙学长

",http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045156
2045154,突如其来的大雪,半盏香茶,2017-1-13 15:06:29,今天这么美的雪景，没有人拍照了吗？怎么没见有上传的,http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045154
2045155,我就想看看因为大雪耽误了多少人。。。,一方歌舞,2017-1-13 15:18:00,rt，我和小伙伴8点半出发，错过了9.58的动车，有个小伙伴错过了10.30的动车。what a sad story！来自: Android客户端,http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045155
2045158,17年第一份大礼 白色的工大（壁纸第二弹）,Burning~,2017-1-13 15:55:08,"replyreload += ',' + 5871749; 本帖最后由 Burning~ 于 2017-1-13 15:56 编辑 

早上躺在床上伸展着考完试疲惫的身体眼睛还没全睁开突然看到群里有人说下雪了蹦！我是从床上蹦下来的！下面是两斤鼻涕换来的照片网盘链接（严禁商用）霸霸，如果您要查看本帖隐藏内容请回复例行安利摄协群：459024954






































",http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045158
2045159,"[讨论]
关于为在校生开通@stu.hit.edu.cn电子邮箱的通知",光寒破尘霾,2017-1-13 17:25:50," 全体学生：       根据哈尔滨工业大学一校三区信息化建设统一规划和整体部署，威海校区的师生将逐步使用校本部的公共信息服务资源，经沟通本部的电子邮箱向威海校区开放，根据《哈尔滨工业大学电子邮件管理办法》规定，学校教工使用[url=]XXX@hit.edu.cn[/url]，学生使用[url=]XXX@stu.hit.edu.cn[/url]，校友使用XXX@alu.hit.edu.cn，原[url=]XXX@hitwh.edu.cn[/url]继续保留。  每个学生只允许申请一个@stu.hit.edu.cn后缀的邮箱，所有在校有学籍的本科生在校期间电子邮箱名使用学号@stu.hit.edu.cn，不允许修改邮箱名，用户密码为：大写姓拼音+身份证后六位（例如姓名张帅的密码为：ZHANG+身份证后六位）；  研究生用户名：学号@stu.hit.edu.cn（s小写），密码为：姓名全拼+身份证后六位（例如姓名张帅的密码为：zhangshuai+身份证后六位）如通过本部迎新系统激活了邮箱以激活的为准。邮箱登录地址：http://mail.hit.edu.cn,域选择@stu.hit.edu.cn。        请各位同学登陆后及时修改密码并妥善保管，防止邮箱被盗发送垃圾邮件，请各位同学保存电子邮箱中的重要文件以防丢失，如发现初始密码不对，开学后到主楼807办理修改密码。         请大家相互转告。                                                                                                   网络与信息中心                                                                                                       2017-1-13
",http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045159
2045164,招年前短期促销员,775986353,2017-1-13 22:10:03,"招寒假年前促销员

￼ 775986353        前天 17:52楼主

招年货促销员8.30-4.30中午管饭，一天60元，联系电话15216306633万经理来自: Android客户端",http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045164
2045163,"[求租]
校南门房屋假期出租（今日起-2月28日）",hitcgl,2017-1-13 20:50:19,"考研的同学回家了，房子留给我了，在校南门口，一单间，2月底到期，房子向阳，面积大，有一大床，还有一较厚的床垫（平时都当小床睡，类似于榻榻米），有暖气，有wifi，假期有没有留在威海的小伙伴，水电暖全免（早就跟房东付过了），房租根据时间长短面议吧，诚意出租。电话：18363121235，微信：hitcgl
",http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045163
2045161,"[求租]
仁泰花园3楼主卧出租",qiiii,2017-1-13 20:30:21," 本帖最后由 qiiii 于 2017-1-13 21:18 编辑 

仁泰三楼主卧出租，WiFi，热水器，电视，暖气，空调，厨房餐具一应俱全，主卧带有卫生间和阳台，可洗澡，有热水器，租期为1.15号到2.22，租金为1000元，请联系18463116032或qq1351754442      有意向的同学可今天联系我，明天看房
",http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045161
2045162,求解答，，，多肉植物,红烧牛肉面,2017-1-13 20:43:00,多肉植物，放在这里，一个寒假不管他。会不会死掉？？来自: Android客户端,http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045162
2045165,"[汇总]
售罄～～～～～～～～～～～",诚信你好,2017-1-13 22:44:25," 本帖最后由 诚信你好 于 2017-1-17 11:00 编辑 

售罄～～～～～～～～～～～",http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045165
2045160,求帮忙找找一卡通，亲们,流浪木偶在路上,2017-1-13 19:47:38," 本帖最后由 流浪木偶在路上 于 2017-1-14 22:22 编辑 

求捡到杨**130840122一卡通的同学通知一下，手机号15550681591，QQ 694949563

谢谢亲，么么哒！
",http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045160
2045166,有没有认识左安琪的,160720218,2017-1-14 08:04:02,在学校门口公交站牌捡到校园卡一张院系是13来自: Android客户端,http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045166
2045167,寻声音好听的蓝孩纸,咩小白,2017-1-14 09:12:36,假期想做一个电台节目，寻搭档~要求声音干净好听，有空闲时间来自: Android客户端,http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045167
2045169,"[招领/寻物]
求热爱涂鸦之人",hxdaaa,2017-1-14 10:36:44,如果你热爱涂鸦，喜欢画画，我给你提供平台，类似学校家家悦门口两个大圆球，想在上面画成⚽⚽足球，来自: Android客户端,http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045169
2045170,12路还是k1,沉潜,2017-1-14 10:55:13,今天做12路，带箱子了的居然还要额外加一块钱，k1 也是的吗？来自: Android客户端,http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045170
2045171,请问集中住宿后回家时床单被子和用品怎么带回原寝室,rfe0726,2017-1-14 11:08:03,请问集中住宿的东西存放问题，请老司机们帮忙解答～,http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045171
2045172,"[培训]
2017国家公务员考试面试辅导课程",威海联创世华,2017-1-14 11:27:42,"
2017国家公务员考试面试辅导课程
所有名师课程均限额招生，具体限额人数由当期课程名师专家组根据教研情况确定，额满即止如需预约座位，请支付预约金300元。（预约金不退，可抵学费）
预约金支付链接：https://weidian.com/item.html?itemID=2025918749 
咨询电话0631-5695109 5670759
地址：山东大学（威海）文馨苑四楼威联书店





",http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045172
2045173,求租,chunjiao,2017-1-14 11:31:18,考研党，女生，求租单间，500元左右，从3月份到12月考研结束，最好是校内,http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045173
2045177,"[求租]
哈工大青椒，求租校内房，两室一室均可，整租",shufengyuan123,2017-1-14 13:18:22,"轻微洁癖 长租 电话15266123725
",http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045177
2045174,阴阳师双平台形影不离求好友,喜洋,2017-1-14 11:33:00,楼主53级了，六星茨木，阴阳寮凌烟阁，留下你的id，捐碎片打御魂也是极好的，可带魂八，魂十只能单挑。哈哈哈哈哈。,http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045174
2045180,"[汇总]
出学校17年的数学考研辅导班听课证",zt709926975,2017-1-14 20:24:24,"
原价500，现480出。联系方式17862700762。
",http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045180
2045176,"[求租]
好房便宜出租！工大正门棚对面！2楼！网洗澡煤气等",shufengyuan123,2017-1-14 12:38:25,"工大门口，路南，出门就是工大警卫室。本户2楼，1楼是门市房（开心商店和打印社等），房子非常干净，配套齐全，水、电、燃气、10G网等齐全均免费。整租便宜！主卧两间短租600，长租均530/月，次卧500，长租450/月，主要租给学弟学妹，工大人可小刀，长短租均可，虽然自四五月份开始，租房价格会高很多，为了省心，有缘也可整套长租。要求爱干净（必须）、不喧闹、无不良嗜好。随时看房，自阳历2017年1月底开始租。   T：15266123725

",http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045176
2045179,回家补考  回校补考,时物文理哲,2017-1-14 19:26:54,"暑假科目二没通过  现在准备补考

学校考试挂科   回校后还是补考",http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045179
2045178,"[招领/寻物]
送电影票两张",咩小白,2017-1-14 15:20:57,下午五点半，星球大战前传，新世界影城 ，有事没法去，免费送人。有还没走的同学想看的联系qq384177874来自: Android客户端,http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045178
2045175,"[书籍]
雪海阁",观海第一小纯洁,2017-1-14 15:35:29," 本帖最后由 观海第一小纯洁 于 2017-1-15 00:31 编辑 

卖书啦，卖书啦！还有各种杂物呦。
接受预订。
QQ：1919612958
tip：Ctrl+F=快速搜索






",http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045175
2045181,"[求租]
出租电动三轮车",夏洛克,2017-1-14 20:41:17,联系电话18363111071,http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045181
2045182,有同学知道电容式触摸开关是怎么回事吗？,liuchang988,2017-1-14 22:04:52," 本帖最后由 liuchang988 于 2017-1-14 22:06 编辑 




这一种，很常见的，很多手机下面的虚拟按键就是这种

我只知道它是手指放上去会影响相对介电系数，用这个来检测，但具体怎么回事，网上说的也是有很多方案，讲得一头雾水。。
现在想做一个贴纸式的东西，引出来一根或几根线可以用控制器（电平）控制，可以跟内部共地成回路
在网上也没找到相关的资料

有同学懂这个吗？望不吝赐教！


",http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045182
2045184,请问，有人知道菅维乐老师，一搬什么时候发成绩吗,15143215532,2017-1-14 23:06:42,大二模电成绩一直没发，好心慌，不知道回家带不带书啊，不知道哪位好心人知不知道老师联系方式呢，麻烦留一下啦，,http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045184
2045185,"[求助]
几条热带鱼找可寄养的地方。",云烟幻彡,2017-1-14 23:33:52,看上面,http://bbs.ghtt.net/forum.php?mod=viewthread&mobile=1&tid=2045185
